"Product Identifier"|"Product Name"|"Product Price"|"Product Images"|"Product Video"|"Product PDF"|"Product Features"|"Dates of Reviews"
sp20959|"Fox® - 2.0 Adventure Series Smooth Body IFP Shock Absorber"|$99.95|/images/fox/items/20-adventure-series-ifp-shock-absorber.jpg,/images/fox/fox_authorized3.jpg|/images/fox/info/videos/presents-the-sunday-drive_720p.mp4|/images/fox/items/pdf/off-road-catalog.pdf|"2.0"" Metal impacted 6061-T6 aluminum will resist rust over time[:os:]Clear-anodized for a durable finish[:os:]Internal IFP mono-tube reservoir design separates shock oil from the high-pressure nitrogen[:os:]Black-anodized, CNC-machined 6061-T6 billet aluminum components[:os:]5/8"" hard chrome plated heat-treated alloy steel shaft[:os:]Race-developed high-flow piston design[:os:]Application specific valving to maximize performance[:os:]Redundant sealing pack system main seal, wiper seal, scraper seal[:os:]JM92 Advanced Suspension Fluid for improved performance at variable temperatures[:os:]Large diameter, heavy-duty spherical bearing[:os:]Direct replacement for stock and aftermarket lifts kits mounting"|10-07-2017,10-07-2017
sp15969|"QA1 - Front Pro Coil Shock Absorber"|"$125.38 - $279.95"|/images/qa1/products/me303-2.jpg,/images/qa1/products/me303.jpg,/images/qa1/authorized-dealer.jpg|empty|/images/qa1/info/pdf/qa1-catalog.pdf,/images/brands/made-in-usa.pdf|"Twin-Tube internal design[:os:]Made in the U.S.A.[:os:]High Performance DOM Steel[:os:]Easy, Bolt-In Installation[:os:]100% Dyno Tested and Serialized[:os:]Rebuildable and Revalveable by the QA1 Factory or QA1 Authorized Service Centers[:os:]Used in Drag Racing, Street Performance, Autocross and Road Racing Applications"|empty
sp27333|"KSport® - Lower Control Arms"|"$150.00 - $165.00"|/images/ksport/suspension-systems/lower-control-arms.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/company-overview_720p.mp4|/images/brands/made-in-usa.pdf|"Set of two replacement lower control arms engineered for your specific make and model[:os:]T-6061 aluminum construction is 30% lighter than OEM while enhancing strength and rigidity[:os:]High-strength hardened rubber bushings provide effective damping with much less squish than OEM bushings[:os:]Keeps alignment and steering much more predictable in tight cornering[:os:]Restore ride quality and reduce noise, vibration, and harshness after original parts become damaged or worn[:os:]1 year manufacturer warranty"|empty
sp8875|"Skunk2® - Lowering Spring Kit"|"$179.99 - $219.99"|/images/skunk2/suspension-systems/519-05-1660.jpg,/images/skunk2/suspension-systems/519-05-1585.jpg,/images/skunk2/suspension-systems/519-05-1660-3.jpg,/images/skunk2/suspension-systems/519-05-1680-2.jpg,/images/skunk2/authorized-dealer.jpg|empty|empty|"Improves Handling and Cornering[:os:]Reduces Body Roll[:os:]Comfortable Ride Quality"|10-07-2015,01-02-2015
sp10481|"Pro Comp® - Lateral Traction Bars"|$304.99|/images/pro-comp/performance-suspension/72300b.jpg,/images/pro-comp/authorized-dealer.jpg,/images/pro-comp/info/pro-comp-promo-rebate.jpg,/images/pro-comp/info/pro-comp-monotube.jpg|/images/pro-comp/info/video/promo-video_720p.mp4|/images//pro-comp/info/2016-procomp-catalog.pdf,/images/brands/made-in-usa.pdf,/images/pro-comp/info/pro-comp-1710-300-mail-in-rebate-form.pdf|"Bolt-On Installation[:os:]Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function[:os:]Proudly made in United States"|empty
sp4323|"KYB® - MonoMax™ Shock and Strut"|"$63.58 - $106.16"|/images/kyb/suspension-systems/565045.jpg,/images/kyb/suspension-systems/565058.jpg,/images/kyb/suspension-systems/564001.jpg,/images/kyb/autorized-dealer.jpg|/images/kyb/suspension-parts/video/monomax-truck-hd-shocks_480p.mp4|empty|"Maximum performance upgrade with up to 40% more damping performance than standard shock absorbers[:os:]Perfect solution when you need to upgrade suspension performance[:os:]Truck monotube design outperforms all other standard shock absorbers[:os:]Zinc-coated, stainless steel piston ring provides a positive seal in the most extreme conditions[:os:]Rubber boot to protect the shaft and keep dirt and debris away from the seals[:os:]Engineered to help vehicles with electronic safety systems (ESC, ABS, etc.)"|08-21-2014,02-11-2014
sp23708|"Prothane® - Body Mount Bushings"|"$31.09 - $189.17"|/images/no-image.jpg,/images/prothane/authorized-dealer.jpg|/images/prothane/products/video/prothane_480p.mp4|/images/prothane/products/pdf/prothane-product-catalog.pdf,/images/brands/made-in-usa.pdf|"High quality at an affordable price[:os:]Expertly made from premium materials[:os:]Built to match your exact requirements"|empty
sp8839|"Superlift® - Superide™ Shock Absorber"|"$39.92 - $50.17"|/images/superlift/suspension/88510.jpg,/images/superlift/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Twin-Tube internal design[:os:]Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function[:os:]Proudly made in United States"|empty
sp17692|"H&R® - Camber Plates"|"$485.97 - $535.86"|/images/h-r/automotive-accessories/60436-1.jpg,/images/h-r/products/60755-60.jpg,/images/h-r/authorized-dealer.jpg|empty|/images/h-r/info/pdf/hr-technical-information-guide.pdf|"100% Made in Germany[:os:]Increased safety[:os:]Better handling"|empty
sp106583|"Whiteline® - Strut Tower Brace"|"$22.32 - $215.82"|/images/whiteline/suspension-systems/ksb568.jpg,/images/whiteline/suspension-systems/ksb639.jpg,/images/whiteline/suspension-systems/ksb511.jpg,/images/whiteline/suspension-systems/ksb608.jpg,/images/whiteline/suspension-systems/ksb599-2.jpg,/images/whiteline/suspension-systems/ksb790-3.jpg,/images/whiteline/suspension-systems/ksb630-2.jpg,/images/whiteline/suspension-systems/ksb639-2.jpg,/images/whiteline/authorized-dealer.jpg|/images/whiteline/info/video/strut-bracing_480p.mp4|empty|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp3035|"Lakewood® - Ladder Bars"|"$282.95 - $289.95"|/images/lakewood/suspension-systems/20460.jpg,/images/lakewood/suspension-systems/20462.jpg,/images/lakewood/authorized-dealer.jpg|/images/lakewood/suspension-systems/video/aftermarket-performance-and-racing-shows-fall-2012-recap.mp4|/images/lakewood/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Engineered to exceed OEM quality standards[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function[:os:]Backed by a solid warranty"|empty
sp10506|"Pro Comp® - Pro Runner™ Shock Absorber"|"$69.99 - $193.99"|/images/pro-comp/performance-suspension/pro-runner-series-shock-absorber.jpg,/images/pro-comp/performance-suspension/pro-runner-ss-coilover.jpg,/images/pro-comp/performance-suspension/prorunner-installed.jpg,/images/pro-comp/performance-suspension/prorunner-installed-2.jpg,/images/pro-comp/info/images/pro-runner-shock-features.jpg,/images/pro-comp/info/images/pro-runner-ss-shocks-features.jpg,/images/pro-comp/authorized-dealer.jpg,/images/pro-comp/info/pro-comp-promo-rebate.jpg,/images/pro-comp/info/pro-comp-monotube.jpg|/images/pro-comp/info/video/pro-runner-intro_720p.mp4|/images//pro-comp/info/2016-procomp-catalog.pdf,/images/pro-comp/info/pdf/monotube-expansion-benefits.pdf,/images/brands/made-in-usa.pdf,/images/pro-comp/info/pro-comp-1710-300-mail-in-rebate-form.pdf|"Monotube design[:os:]Nitrogen gas charged[:os:]VSRT™ - Vehicle Specific Ride Tuning[:os:]Patent pending 180° SS™ collar[:os:]Zinc Plated, Clear Coated Finish[:os:]Proudly made in United States"|empty
sp3100|"Belltech® - Nitro Drop 2™ Shock Absorbers"|"$41.20 - $164.80"|/images/belltech/suspension-systems/8012.jpg,/images/belltech/suspension-systems/nitro-drop-2-shock.jpg,/images/belltech/suspension-systems/nitro-drop-2-kit.jpg,/images/belltech/suspension-systems/9204.jpg,/images/belltech/authorized-dealer.jpg|/images/belltech/suspension-systems/video/street-performance-shock-promo_720p.mp4|/images/brands/made-in-usa.pdf|"Hydraulic Nitro Drop 2 shock absorber[:os:]Designed for optimal ride comfort at a range of ride heights[:os:]Shocks are approved for use on vehicles with or without autoride suspensions[:os:]Twin-Tube internal design[:os:]Aluminum-based piston rod with stainless steel body offers high strength and freedom from corrosion[:os:]Comes with rubber shock eye bushings[:os:]Shock may be fitted with a dust cover that's removable should clearance issues require it[:os:]2-year manufacturer warranty on shock absorbers[:os:]Manufactured in the United States"|07-16-2017,06-28-2017,05-26-2017,04-20-2017,04-11-2017,03-01-2017,02-23-2017,02-10-2017,10-26-2016,09-23-2016,07-14-2016,06-08-2016,04-28-2016,04-15-2016,03-05-2016,12-07-2015,11-11-2015,01-22-2015,01-08-2015,09-11-2014,03-14-2014
sp12341|"ICON® - Billet Aluminum Uniball Upper Control Arm Kit"|"$1,254.95 - $1,424.95"|/images/icon-vehicle-dynamics/suspension-systems/58550-2.jpg,/images/icon-vehicle-dynamics/suspension-systems/98560-2.jpg,/images/icon-vehicle-dynamics/suspension-systems/58551.jpg,/images/icon-vehicle-dynamics/suspension-systems/58551-3.jpg,/images/icon-vehicle-dynamics/suspension-systems/58550-6.jpg,/images/icon-vehicle-dynamics/suspension-systems/58550-5.jpg,/images/icon-vehicle-dynamics/suspension-systems/98560-4.jpg,/images/icon-vehicle-dynamics/suspension-systems/58550-4.jpg,/images/icon-vehicle-dynamics/suspension-systems/58550-7.jpg,/images/icon-vehicle-dynamics/suspension-systems/98560-7.jpg,/images/icon-vehicle-dynamics/authorized-dealer.jpg|/images/icon-vehicle-dynamics/info/videos/2015-easter-jeep-safari-in-moab_720p.mp4|/images/icon-vehicle-dynamics/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Precision CNC Machined[:os:]1” PTFE Lined all Stainless Uniballs[:os:]Easily Adjustable on the Vehicle for Perfect Wheel Alignments[:os:]17-4 High Grade Stainless Steel Uni-ball Adapter Pin[:os:]High Precision CNC Machined Pin Provides OEM Like Fitment[:os:]RSMX PTFE Lined 7/8” Rod Ends[:os:]O-ring Sealed Uniball Cover Cap[:os:]Proudly made in USA"|empty
sp20051|"Fox® - 3.0 Factory Series Shock Absorber"|"$2,199.95 - $2,999.95"|/images/fox/items/piggyback-bypass-shock-absorber30-factory-series.jpg,/images/fox/info/images/bypass-valving.jpg,/images/fox/info/images/bypass-tubes.jpg,/images/fox/fox_authorized3.jpg|/images/fox/info/videos/internal-bypass-explained_720p.mp4|/images/fox/items/pdf/off-road-catalog.pdf|"3.0"" Smooth bore and honed seamless alloy body[:os:]Zinc-plated for long lasting finish[:os:]2.5"" Smooth bore and honed seamless alloy reservoir[:os:]Black-anodized, CNC-machined 6061-T6 billet aluminum components[:os:]7/8"" 17-4 H900 stainless steel hard-chrome plated shaft[:os:]6061-T6 hard-anodized, high flow aluminum piston[:os:]Application specific valving to maximize performance[:os:]Redundant sealing pack system main seal, wiper seal, scraper seal[:os:]High temperature Viton seals[:os:]JM92 Advanced Suspension Fluid for improved performance at variable temperatures[:os:]PTFE-lined, heat-treated, alloy steel spherical bearing[:os:]Direct replacement of OEM shock package mounting"|empty
sp937|"Daystar® - Polyurethane Body Mount"|"$23.99 - $259.99"|/images/daystar/suspension-systems/kf04001bk.jpg,/images/daystar/suspension-systems/kf04009bk.jpg,/images/daystar/suspension-systems/kf04015bk.jpg,/images/daystar/suspension-systems/kf04050kv.jpg,/images/daystar/suspension-systems/kt04002bk.jpg,/images/daystar/daystar-authorized-dealer.jpg|empty|/images/daystar/info/pdf/daystar-app-catalog.pdf,/images/brands/made-in-usa.pdf|"Kit features replacement polyurethane pieces for all original rubber mounts and bushings between your vehicle's body and frame[:os:]High-density polyurethane construction provides a superior cushioning effect and resists degrading drying up and crumbling the way rubber mounts can[:os:]Eliminates shifting of the body on top of chassis frame due to deteriorated body mounts that can increase unsafe body roll[:os:]Provides proper alignment of body on top of vehicle frame and eliminates noise, vibration, and harshness rattles[:os:]Proudly manufactured in the United States[:os:]Limited lifetime warranty against manufacturing defects"|empty
sp106579|"Whiteline® - Panhard Bar"|"$107.82 - $224.82"|/images/whiteline/suspension-systems/kpr007-2.jpg,/images/whiteline/suspension-systems/w83026-3.jpg,/images/whiteline/suspension-systems/w83050-3.jpg,/images/whiteline/suspension-systems/kpr037-2.jpg,/images/whiteline/suspension-systems/w83100-2.jpg,/images/whiteline/suspension-systems/kpr040.jpg,/images/whiteline/authorized-dealer.jpg|/images/whiteline/info/video/activate-more-grip_720p.mp4|/images/whiteline/info/pdf/kpr068-product-information.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp18415|"Eibach® - Pro-Alignment Camber Control Arm"|"$174.15 - $587.25"|/images/eibach/suspension-systems/5-66030k.jpg,/images/eibach/suspension-systems/5-72130k.jpg,/images/eibach/suspension-systems/5-13410k.jpg,/images/eibach/suspension-systems/5-25480k.jpg,/images/eibach/suspension-systems/5-94210k.jpg,/images/eibach/suspension-systems/5-66045k-2.jpg,/images/eibach/suspension-systems/5-66045k-3.jpg,/images/eibach/eibach-authorized-dealer.jpg|/images/eibach/info/video/performance-that-matters_720p.mp4|/images/eibach/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Turns Horsepower into Hook-up[:os:]Consistently Lowers 1/4-mile ET's[:os:]Controlled Weight Transfer Provides Maximum Traction and Reduced Wheel Spin[:os:]More Consistent and Harder Launches[:os:]Adjustable to Your Horsepower and Tire Package[:os:]Two-Year Warranty"|empty
sp12193|"PERRIN Performance® - Strut Tower Brace"|"$215.10 - $220.50"|/images/perrin-performance/suspension/psp-sus-065bk.jpg,/images/perrin-performance/suspension/psp-sus-065rd.jpg,/images/perrin-performance/suspension/psp-sus-065bk-2.jpg,/images/perrin-performance/suspension/psp-sus-065rd-2.jpg,/images/perrin-performance/suspension/psp-sus-065bk-6.jpg,/images/perrin-performance/suspension/psp-sus-065rd-5.jpg,/images/perrin-performance/suspension/psp-sus-065bk-5.jpg,/images/perrin-performance/authorized-dealer.jpg|empty|/images/perrin-performance/suspension/pdf/psp-sus-065rd-installation-instructions.pdf|"Designed to improve chassis rigidity[:os:]Durable yet lightweight[:os:]Available in black or red wrinkle powder coated finishes[:os:]5 Year Warranty[:os:]More Info"|empty
sp18546|"Tokico® - HTS Series Adjustable Shock Absorbers and Struts"|"$208.40 - $369.37"|/images/tokico/products/hts105f.jpg,/images/tokico/products/hts108.jpg,/images/tokico/authorized-dealer.jpg|empty|/images/tokico/products/pdf/product-catalog.pdf,/images/tokico/products/pdf/power-shock-information.pdf,/images/tokico/products/pdf/new-model-information.pdf|"Twin-Tube internal design[:os:]High performance quality[:os:]Prevents nose dive at braking[:os:]Reduces rolling and pitching of cars[:os:]Originally developed by TOKICO"|empty
